29.0		310.0		21.0		127.0		
36.0		315.0		21.0		98.0		
45.0		313.0		22.0		75.0		
58.0		304.0		23.0		57.0		
76.0		288.0		23.0		44.0		
97.0		267.0		24.0		34.0		
122.0		241.0		24.0		28.0		
150.0		211.0		24.0		25.0		
180.0		180.0		24.0		23.0		
208.0		149.0		24.0		22.0		
235.0		120.0		23.0		22.0		
257.0		95.0		22.0		23.0		
274.0		76.0		21.0		24.0		
283.0		64.0		21.0		25.0		
286.0		59.0		21.0		25.0		
282.0		61.0		22.0		26.0		
271.0		72.0		22.0		26.0		
254.0		92.0		23.0		26.0		
231.0		122.0		23.0		26.0		
204.0		164.0		22.0		27.0		
175.0		218.0		22.0		27.0		
146.0		281.0		21.0		26.0		
118.0		351.0		22.0		25.0		
94.0		426.0		24.0		24.0		
74.0		501.0		28.0		22.0		
58.0		570.0		37.0		20.0		
46.0		630.0		50.0		19.0		
38.0		677.0		70.0		18.0		
32.0		708.0		97.0		17.0		
29.0		719.0		134.0		17.0		
26.0		711.0		179.0		16.0		
25.0		682.0		231.0		16.0		
24.0		635.0		289.0		16.0		
24.0		572.0		349.0		15.0		
24.0		500.0		407.0		15.0		
24.0		424.0		458.0		15.0		
24.0		347.0		498.0		15.0		
24.0		276.0		522.0		16.0		
23.0		214.0		529.0		18.0		
22.0		161.0		519.0		22.0		
22.0		118.0		492.0		30.0		
22.0		85.0		454.0		41.0		
23.0		60.0		409.0		56.0		
25.0		42.0		363.0		78.0		
27.0		30.0		321.0		105.0		
29.0		23.0		287.0		138.0		
30.0		19.0		262.0		174.0		
30.0		18.0		248.0		213.0		
30.0		18.0		242.0		250.0		
28.0		18.0		241.0		283.0		
26.0		20.0		242.0		309.0		
23.0		21.0		242.0		327.0		
19.0		22.0		239.0		337.0		
16.0		23.0		230.0		341.0		
13.0		23.0		215.0		342.0		
11.0		24.0		196.0		346.0		
9.0		26.0		175.0		355.0		
8.0		29.0		152.0		372.0		
7.0		34.0		129.0		400.0		
7.0		42.0		109.0		435.0		
7.0		54.0		91.0		475.0		
8.0		69.0		77.0		515.0		
9.0		89.0		66.0		549.0		
10.0		113.0		58.0		571.0		
11.0		143.0		52.0		577.0		
11.0		176.0		49.0		564.0		
11.0		213.0		47.0		532.0		
11.0		251.0		46.0		483.0		
10.0		289.0		46.0		422.0		
9.0		323.0		46.0		353.0		
8.0		353.0		45.0		284.0		
7.0		377.0		44.0		218.0		
7.0		397.0		43.0		161.0		
7.0		413.0		42.0		114.0		
7.0		428.0		41.0		78.0		
8.0		443.0		40.0		51.0		
9.0		458.0		40.0		34.0		
10.0		472.0		40.0		23.0		
12.0		482.0		40.0		16.0		
13.0		487.0		40.0		13.0		
15.0		484.0		41.0		11.0		
16.0		470.0		42.0		11.0		
16.0		446.0		46.0		11.0		
16.0		411.0		56.0		12.0		
16.0		368.0		73.0		12.0		
14.0		320.0		102.0		13.0		
13.0		269.0		144.0		13.0		
11.0		218.0		200.0		13.0		
10.0		170.0		267.0		13.0		
9.0		128.0		343.0		13.0		
8.0		92.0		421.0		13.0		
8.0		64.0		494.0		13.0		
7.0		43.0		557.0		13.0		
6.0		28.0		603.0		14.0		
5.0		19.0		625.0		15.0		
4.0		14.0		623.0		16.0		
3.0		11.0		597.0		16.0		
3.0		10.0		553.0		17.0		
3.0		10.0		499.0		17.0		
3.0		9.0		449.0		17.0		
4.0		9.0		415.0		17.0		
5.0		10.0		407.0		17.0		
6.0		10.0		430.0		17.0		
7.0		9.0		484.0		18.0		
8.0		9.0		562.0		19.0		
9.0		8.0		650.0		20.0		
10.0		6.0		737.0		22.0		
11.0		4.0		811.0		23.0		
11.0		3.0		860.0		24.0		
11.0		2.0		881.0		25.0		
10.0		2.0		872.0		25.0		
9.0		1.0		834.0		25.0		
8.0		1.0		772.0		24.0		
7.0		1.0		697.0		22.0		
6.0		0.0		619.0		19.0		
5.0		1.0		550.0		15.0		
5.0		3.0		503.0		11.0		
4.0		6.0		484.0		7.0		
4.0		10.0		496.0		6.0		
3.0		14.0		534.0		8.0		
2.0		17.0		586.0		13.0		
2.0		18.0		638.0		21.0		
1.0		15.0		677.0		28.0		
1.0		12.0		692.0		32.0		
1.0		7.0		678.0		33.0		
1.0		4.0		638.0		31.0		
1.0		2.0		579.0		26.0		
1.0		2.0		513.0		20.0		
2.0		3.0		453.0		15.0		
3.0		4.0		411.0		12.0		
4.0		4.0		394.0		11.0		
5.0		3.0		403.0		10.0		
6.0		1.0		435.0		10.0		
7.0		0.0		482.0		9.0		
8.0		0.0		533.0		8.0		
10.0		0.0		579.0		7.0		
12.0		0.0		609.0		5.0		
15.0		0.0		617.0		2.0		
17.0		0.0		601.0		0.0		
19.0		0.0		560.0		0.0		
20.0		0.0		498.0		6.0		
19.0		0.0		423.0		25.0		
17.0		0.0		340.0		62.0		
15.0		1.0		260.0		119.0		
12.0		3.0		187.0		194.0		
9.0		7.0		127.0		280.0		
8.0		9.0		82.0		369.0		
7.0		11.0		51.0		452.0		
7.0		11.0		32.0		521.0		
8.0		8.0		22.0		572.0		
9.0		5.0		18.0		603.0		
10.0		2.0		22.0		614.0		
11.0		0.0		34.0		603.0		
13.0		0.0		57.0		569.0		
15.0		0.0		93.0		513.0		
16.0		0.0		144.0		438.0		
16.0		0.0		210.0		350.0		
15.0		0.0		286.0		261.0		
13.0		0.0		368.0		178.0		
10.0		0.0		448.0		112.0		
6.0		1.0		516.0		66.0		
4.0		2.0		564.0		39.0		
1.0		4.0		586.0		26.0		
0.0		5.0		578.0		21.0		
0.0		7.0		543.0		21.0		
0.0		9.0		483.0		21.0		
0.0		10.0		407.0		20.0		
5.0		11.0		323.0		20.0		
17.0		11.0		240.0		21.0		
39.0		10.0		166.0		21.0		
76.0		9.0		105.0		22.0		
131.0		8.0		59.0		23.0		
205.0		6.0		28.0		24.0		
298.0		4.0		10.0		23.0		
408.0		2.0		1.0		23.0		
525.0		1.0		0.0		21.0		
641.0		0.0		0.0		19.0		
739.0		0.0		0.0		19.0		
809.0		0.0		1.0		21.0		
840.0		1.0		2.0		30.0		
827.0		3.0		4.0		51.0		
774.0		4.0		7.0		89.0		
686.0		5.0		9.0		148.0		
578.0		5.0		10.0		229.0		
460.0		6.0		10.0		328.0		
346.0		5.0		8.0		437.0		
244.0		4.0		5.0		544.0		
160.0		3.0		2.0		635.0		
96.0		1.0		0.0		699.0		
51.0		0.0		0.0		726.0		
22.0		0.0		0.0		716.0		
6.0		0.0		1.0		674.0		
0.0		0.0		4.0		613.0		
0.0		0.0		7.0		551.0		
0.0		1.0		11.0		504.0		
2.0		1.0		16.0		484.0		
3.0		4.0		20.0		497.0		
3.0		9.0		23.0		538.0		
2.0		20.0		24.0		597.0		
2.0		38.0		24.0		657.0		
1.0		67.0		22.0		701.0		
1.0		105.0		18.0		716.0		
1.0		154.0		14.0		694.0		
3.0		210.0		9.0		636.0		
4.0		268.0		5.0		549.0		
6.0		323.0		1.0		444.0		
8.0		368.0		0.0		336.0		
10.0		396.0		0.0		236.0		
11.0		404.0		0.0		156.0		
11.0		390.0		1.0		103.0		
11.0		357.0		3.0		82.0		
11.0		309.0		4.0		95.0		
11.0		253.0		4.0		140.0		
11.0		195.0		3.0		214.0		
11.0		141.0		2.0		308.0		
12.0		96.0		1.0		412.0		
14.0		60.0		0.0		511.0		
15.0		35.0		0.0		592.0		
17.0		19.0		0.0		641.0		
17.0		10.0		0.0		654.0		
17.0		6.0		0.0		629.0		
15.0		5.0		0.0		576.0		
13.0		7.0		0.0		509.0		
10.0		10.0		0.0		446.0		
7.0		14.0		2.0		403.0		
3.0		19.0		4.0		392.0		
1.0		24.0		7.0		415.0		
0.0		30.0		10.0		469.0		
0.0		35.0		13.0		538.0		
0.0		39.0		15.0		605.0		
0.0		42.0		16.0		654.0		
0.0		43.0		16.0		669.0		
0.0		43.0		17.0		645.0		
2.0		40.0		17.0		584.0		
11.0		37.0		18.0		496.0		
30.0		34.0		19.0		393.0		
61.0		30.0		20.0		290.0		
107.0		28.0		21.0		199.0		
169.0		26.0		21.0		125.0		
242.0		24.0		21.0		72.0		
320.0		23.0		20.0		38.0		
395.0		21.0		19.0		19.0		
456.0		18.0		17.0		10.0		
494.0		15.0		16.0		8.0		
503.0		12.0		14.0		8.0		
482.0		9.0		14.0		10.0		
434.0		7.0		13.0		12.0		
367.0		8.0		13.0		15.0		
289.0		14.0		14.0		16.0		
211.0		30.0		14.0		18.0		
142.0		60.0		14.0		19.0		
86.0		109.0		14.0		20.0		
46.0		176.0		14.0		21.0		
20.0		263.0		14.0		21.0		
7.0		361.0		14.0		22.0		
2.0		461.0		14.0		23.0		
2.0		552.0		14.0		24.0		
4.0		619.0		14.0		24.0		
6.0		656.0		15.0		23.0		
8.0		658.0		15.0		23.0		
9.0		631.0		16.0		22.0		
9.0		586.0		16.0		21.0		
9.0		536.0		17.0		21.0		
9.0		497.0		17.0		20.0		
9.0		479.0		16.0		20.0		
9.0		484.0		14.0		19.0		
9.0		511.0		12.0		18.0		
10.0		548.0		8.0		17.0		
11.0		582.0		3.0		16.0		
13.0		601.0		0.0		15.0		
15.0		596.0		0.0		14.0		
17.0		561.0		8.0		13.0		
20.0		500.0		31.0		12.0		
23.0		420.0		73.0		12.0		
26.0		329.0		136.0		11.0		
28.0		240.0		220.0		11.0		
30.0		160.0		316.0		10.0		
29.0		95.0		416.0		10.0		
28.0		48.0		504.0		10.0		
25.0		17.0		569.0		11.0		
21.0		0.0		599.0		12.0		
17.0		0.0		589.0		12.0		
13.0		10.0		542.0		11.0		
11.0		39.0		465.0		9.0		
9.0		89.0		369.0		6.0		
9.0		160.0		268.0		3.0		
10.0		249.0		175.0		2.0		
13.0		349.0		99.0		1.0		
17.0		449.0		46.0		1.0		
21.0		535.0		15.0		1.0		
25.0		596.0		0.0		0.0		
28.0		620.0		0.0		0.0		
29.0		606.0		0.0		2.0		
28.0		556.0		3.0		20.0		
26.0		477.0		8.0		58.0		
23.0		383.0		13.0		123.0		
19.0		284.0		19.0		217.0		
16.0		192.0		25.0		332.0		
13.0		115.0		30.0		457.0		
11.0		57.0		33.0		575.0		
10.0		21.0		34.0		665.0		
9.0		5.0		32.0		715.0		
8.0		10.0		28.0		715.0		
7.0		36.0		25.0		667.0		
5.0		81.0		21.0		578.0		
3.0		142.0		19.0		466.0		
2.0		213.0		18.0		346.0		
0.0		287.0		17.0		234.0		
0.0		352.0		14.0		142.0		
0.0		400.0		9.0		75.0		
0.0		423.0		3.0		33.0		
0.0		417.0		0.0		10.0		
0.0		385.0		1.0		1.0		
0.0		332.0		18.0		0.0		
0.0		266.0		59.0		0.0		
0.0		196.0		129.0		0.0		
0.0		132.0		231.0		2.0		
1.0		80.0		360.0		4.0		
2.0		41.0		505.0		7.0		
4.0		17.0		647.0		10.0		
6.0		4.0		765.0		14.0		
7.0		0.0		838.0		16.0		
9.0		0.0		854.0		17.0		
9.0		0.0		807.0		17.0		
9.0		2.0		703.0		16.0		
9.0		3.0		561.0		14.0		
7.0		3.0		407.0		12.0		
6.0		3.0		272.0		12.0		
4.0		3.0		183.0		14.0		
3.0		2.0		157.0		16.0		
1.0		0.0		197.0		19.0		
0.0		0.0		289.0		22.0		
0.0		0.0		410.0		25.0		
0.0		0.0		530.0		28.0		
0.0		1.0		624.0		31.0		
0.0		2.0		676.0		33.0		
0.0		1.0		681.0		35.0		
0.0		0.0		646.0		36.0		
0.0		0.0		582.0		32.0		
0.0		5.0		501.0		25.0		
0.0		30.0		411.0		15.0		
0.0		79.0		320.0		4.0		
1.0		157.0		232.0		0.0		
2.0		260.0		152.0		1.0		
3.0		379.0		86.0		13.0		
3.0		499.0		38.0		32.0		
4.0		601.0		9.0		53.0		
4.0		669.0		0.0		68.0		
4.0		692.0		0.0		72.0		
5.0		667.0		7.0		65.0		
6.0		598.0		16.0		48.0		
7.0		498.0		22.0		27.0		
8.0		381.0		25.0		10.0		
10.0		266.0		26.0		0.0		
15.0		165.0		27.0		0.0		
24.0		88.0		29.0		3.0		
41.0		37.0		32.0		9.0		
69.0		10.0		34.0		12.0		
107.0		0.0		34.0		11.0		
154.0		0.0		32.0		7.0		
205.0		0.0		28.0		2.0		
252.0		1.0		22.0		0.0		
287.0		0.0		15.0		0.0		
305.0		0.0		9.0		1.0		
301.0		0.0		4.0		2.0		
277.0		0.0		1.0		1.0		
237.0		1.0		0.0		0.0		
189.0		2.0		0.0		0.0		
141.0		2.0		1.0		9.0		
98.0		1.0		4.0		43.0		
65.0		0.0		9.0		106.0		
42.0		0.0		14.0		202.0		
29.0		0.0		19.0		323.0		
23.0		1.0		23.0		454.0		
20.0		1.0		26.0		575.0		
18.0		0.0		28.0		663.0		
16.0		0.0		29.0		704.0		
14.0		0.0		29.0		690.0		
11.0		12.0		29.0		624.0		
8.0		39.0		28.0		520.0		
8.0		87.0		26.0		395.0		
9.0		155.0		24.0		269.0		
12.0		240.0		21.0		162.0		
17.0		332.0		17.0		81.0		
23.0		418.0		12.0		31.0		
29.0		483.0		7.0		6.0		
34.0		517.0		1.0		0.0		
38.0		512.0		0.0		0.0		
40.0		469.0		0.0		1.0		
39.0		396.0		17.0		1.0		
37.0		305.0		57.0		0.0		
34.0		212.0		125.0		0.0		
30.0		128.0		223.0		0.0		
26.0		65.0		343.0		3.0		
23.0		24.0		471.0		6.0		
21.0		3.0		587.0		8.0		
20.0		0.0		671.0		10.0		
20.0		0.0		706.0		11.0		
19.0		3.0		685.0		11.0		
14.0		5.0		612.0		11.0		
6.0		6.0		501.0		11.0		
0.0		6.0		371.0		11.0		
0.0		5.0		245.0		12.0		
20.0		5.0		140.0		13.0		
79.0		5.0		64.0		13.0		
187.0		5.0		20.0		13.0		
348.0		5.0		1.0		14.0		
552.0		6.0		0.0		13.0		
776.0		8.0		0.0		13.0		
989.0		10.0		2.0		13.0		
1155.0		13.0		2.0		12.0		
1245.0		15.0		2.0		12.0		
1242.0		17.0		3.0		11.0		
1147.0		18.0		5.0		10.0		
979.0		18.0		10.0		9.0		
769.0		17.0		14.0		8.0		
557.0		15.0		18.0		6.0		
382.0		13.0		19.0		4.0		
271.0		11.0		20.0		3.0		
239.0		10.0		19.0		1.0		
281.0		10.0		19.0		0.0		
379.0		10.0		19.0		0.0		
503.0		11.0		18.0		0.0		
620.0		12.0		18.0		0.0		
703.0		13.0		17.0		0.0		
732.0		15.0		16.0		0.0		
701.0		17.0		15.0		0.0		
615.0		19.0		13.0		1.0		
493.0		21.0		12.0		2.0		
355.0		23.0		11.0		3.0		
225.0		25.0		11.0		4.0		
126.0		27.0		11.0		4.0		
73.0		27.0		11.0		4.0		
73.0		27.0		12.0		4.0		
126.0		25.0		14.0		2.0		
223.0		23.0		15.0		1.0		
348.0		20.0		17.0		0.0		
479.0		17.0		17.0		0.0		
595.0		15.0		17.0		0.0		
674.0		15.0		17.0		0.0		
703.0		14.0		16.0		0.0		
676.0		11.0		16.0		0.0		
601.0		5.0		17.0		0.0		
491.0		0.0		18.0		0.0		
365.0		0.0		20.0		0.0		
243.0		11.0		21.0		0.0		
141.0		53.0		22.0		0.0		
67.0		134.0		21.0		0.0		
22.0		257.0		20.0		0.0		
2.0		414.0		16.0		0.0		
0.0		589.0		10.0		1.0		
4.0		756.0		4.0		1.0		
12.0		887.0		0.0		1.0		
19.0		960.0		3.0		1.0		
24.0		962.0		24.0		0.0		
26.0		892.0		68.0		0.0		
26.0		764.0		141.0		0.0		
24.0		600.0		244.0		0.0		
23.0		427.0		366.0		0.0		
21.0		271.0		491.0		0.0		
21.0		149.0		600.0		0.0		
23.0		68.0		672.0		0.0		
27.0		22.0		694.0		1.0		
32.0		0.0		660.0		2.0		
37.0		0.0		577.0		3.0		
42.0		0.0		463.0		5.0		
44.0		22.0		336.0		6.0		
45.0		68.0		218.0		7.0		
45.0		146.0		123.0		8.0		
43.0		254.0		56.0		10.0		
40.0		380.0		18.0		11.0		
38.0		503.0		1.0		11.0		
34.0		599.0		0.0		12.0		
31.0		649.0		2.0		11.0		
27.0		645.0		7.0		10.0		
23.0		594.0		12.0		8.0		
21.0		513.0		16.0		6.0		
20.0		431.0		20.0		4.0		
20.0		371.0		23.0		2.0		
23.0		353.0		25.0		1.0		
27.0		379.0		27.0		0.0		
32.0		442.0		26.0		0.0		
37.0		519.0		22.0		0.0		
41.0		587.0		14.0		0.0		
44.0		623.0		5.0		0.0		
46.0		614.0		0.0		0.0		
45.0		558.0		0.0		0.0		
43.0		466.0		20.0		0.0		
41.0		355.0		68.0		0.0		
38.0		243.0		149.0		0.0		
35.0		146.0		261.0		0.0		
30.0		73.0		393.0		0.0		
24.0		26.0		528.0		0.0		
19.0		1.0		642.0		0.0		
14.0		0.0		715.0		0.0		
13.0		3.0		732.0		0.0		
15.0		19.0		688.0		0.0		
17.0		38.0		592.0		0.0		
15.0		56.0		462.0		0.0		
7.0		68.0		322.0		0.0		
0.0		70.0		195.0		2.0		
0.0		62.0		98.0		5.0		
20.0		47.0		35.0		9.0		
99.0		30.0		4.0		12.0		
242.0		16.0		0.0		15.0		
449.0		9.0		0.0		17.0		
698.0		10.0		4.0		16.0		
954.0		15.0		7.0		13.0		
1175.0		22.0		9.0		10.0		
1323.0		27.0		11.0		6.0		
1373.0		28.0		14.0		2.0		
1318.0		27.0		18.0		0.0		
1167.0		24.0		23.0		0.0		
949.0		21.0		27.0		1.0		
698.0		20.0		29.0		2.0		
456.0		19.0		30.0		4.0		
260.0		19.0		29.0		5.0		
139.0		18.0		28.0		6.0		
106.0		16.0		27.0		6.0		
159.0		14.0		26.0		5.0		
277.0		11.0		25.0		3.0		
429.0		9.0		24.0		2.0		
578.0		9.0		23.0		1.0		
691.0		11.0		23.0		1.0		
746.0		12.0		24.0		1.0		
734.0		10.0		25.0		2.0		
659.0		4.0		26.0		2.0		
541.0		0.0		28.0		2.0		
402.0		0.0		29.0		2.0		
266.0		18.0		30.0		1.0		
152.0		72.0		31.0		0.0		
71.0		168.0		31.0		0.0		
23.0		307.0		29.0		0.0		
1.0		474.0		27.0		0.0		
0.0		646.0		24.0		2.0		
0.0		789.0		21.0		4.0		
5.0		874.0		20.0		6.0		
9.0		885.0		19.0		7.0		
11.0		823.0		19.0		9.0		
13.0		707.0		19.0		9.0		
16.0		573.0		19.0		9.0		
19.0		458.0		17.0		7.0		
22.0		393.0		16.0		5.0		
24.0		392.0		16.0		3.0		
25.0		448.0		16.0		2.0		
25.0		539.0		15.0		1.0		
25.0		630.0		11.0		0.0		
25.0		690.0		3.0		0.0		
25.0		697.0		0.0		1.0		
26.0		643.0		0.0		3.0		
27.0		539.0		21.0		4.0		
28.0		405.0		83.0		4.0		
29.0		269.0		186.0		4.0		
30.0		153.0		324.0		3.0		
31.0		70.0		477.0		2.0		
32.0		24.0		617.0		2.0		
33.0		5.0		715.0		2.0		
32.0		2.0		751.0		2.0		
30.0		1.0		720.0		2.0		
28.0		0.0		633.0		1.0		
24.0		0.0		509.0		0.0		
19.0		11.0		374.0		0.0		
15.0		55.0		248.0		0.0		
10.0		138.0		147.0		2.0		
7.0		263.0		75.0		9.0		
5.0		415.0		31.0		19.0		
5.0		572.0		9.0		28.0		
7.0		706.0		0.0		35.0		
11.0		789.0		0.0		36.0		
14.0		807.0		0.0		31.0		
16.0		755.0		2.0		23.0		
15.0		645.0		4.0		14.0		
12.0		500.0		6.0		7.0		
10.0		346.0		8.0		4.0		
12.0		208.0		9.0		6.0		
26.0		103.0		11.0		11.0		
57.0		37.0		12.0		15.0		
108.0		5.0		12.0		19.0		
177.0		0.0		12.0		20.0		
258.0		0.0		12.0		18.0		
340.0		2.0		12.0		16.0		
407.0		4.0		12.0		14.0		
446.0		6.0		13.0		12.0		
447.0		9.0		14.0		12.0		
406.0		14.0		13.0		13.0		
328.0		22.0		12.0		15.0		
228.0		30.0		11.0		17.0		
130.0		35.0		9.0		20.0		
62.0		36.0		8.0		22.0		
51.0		34.0		8.0		24.0		
116.0		28.0		10.0		26.0		
261.0		22.0		12.0		26.0		
475.0		17.0		12.0		26.0		
